200 4998
11 120 1
11 125 1
11 130 1
11 131 1
11 133 1
11 134 1
11 137 1
11 145 1
11 163 1
11 164 1
11 175 1
11 176 1
11 183 1
11 190 1
11 191 1
11 192 1
11 196 1
11 198 1
12 14 1
12 16 1
12 17 1
12 23 1
12 24 1
12 31 1
12 32 1
12 33 1
12 36 1
12 38 1
12 42 1
12 43 1
12 48 1
12 49 1
12 53 1
12 55 1
12 64 1
12 65 1
12 66 1
12 70 1
12 71 1
12 73 1
12 75 1
12 79 1
12 81 1
12 82 1
12 83 1
12 88 1
12 95 1
12 96 1
12 97 1
12 101 1
12 102 1
12 104 1
12 105 1
12 106 1
12 110 1
12 112 1
12 115 1
12 117 1
12 119 1
12 122 1
12 128 1
12 130 1
12 131 1
12 139 1
12 152 1
12 153 1
12 154 1
12 157 1
12 158 1
12 161 1
12 168 1
12 170 1
12 174 1
12 177 1
12 182 1
12 183 1
12 186 1
12 191 1
12 192 1
12 197 1
13 17 1
13 22 1
13 25 1
13 27 1
13 28 1
13 33 1
13 39 1
13 44 1
13 46 1
13 50 1
13 53 1
13 54 1
13 55 1
13 62 1
13 67 1
13 73 1
13 74 1
13 75 1
13 81 1
13 93 1
13 102 1
13 108 1
13 111 1
13 115 1
13 118 1
13 119 1
13 120 1
13 121 1
13 122 1
13 123 1
13 125 1
13 132 1
13 133 1
13 135 1
13 136 1
13 138 1
13 139 1
13 143 1
13 149 1
13 152 1
13 154 1
13 159 1
13 161 1
13 165 1
13 168 1
13 171 1
13 172 1
13 176 1
13 185 1
13 188 1
13 200 1
14 21 1
14 27 1
14 30 1
14 34 1
14 37 1
14 40 1
14 41 1
14 45 1
14 47 1
14 51 1
14 54 1
14 62 1
14 65 1
14 77 1
14 82 1
14 83 1
14 87 1
14 89 1
14 95 1
14 105 1
14 106 1
14 113 1
14 114 1
14 115 1
14 116 1
14 117 1
14 118 1
14 119 1
14 121 1
14 122 1
14 127 1
14 130 1
14 132 1
14 134 1
14 135 1
14 138 1
14 162 1
14 164 1
14 168 1
14 170 1
14 171 1
14 172 1
14 173 1
14 176 1
14 178 1
14 183 1
14 188 1
14 189 1
14 194 1
14 197 1
14 198 1
14 200 1
15 28 1
15 37 1
15 43 1
15 45 1
15 51 1
15 54 1
15 56 1
15 57 1
15 61 1
15 64 1
15 66 1
15 78 1
15 80 1
15 81 1
15 82 1
15 84 1
15 85 1
15 93 1
15 97 1
15 104 1
15 110 1
15 111 1
15 118 1
15 122 1
15 123 1
15 132 1
15 134 1
15 145 1
15 146 1
15 151 1
15 155 1
15 157 1
15 159 1
15 160 1
15 161 1
15 163 1
15 170 1
15 171 1
15 173 1
15 181 1
15 182 1
15 183 1
15 189 1
15 192 1
15 193 1
15 197 1
15 198 1
16 20 1
16 23 1
16 24 1
16 25 1
16 26 1
16 28 1
16 29 1
16 34 1
16 35 1
16 39 1
16 43 1
16 52 1
16 54 1
16 57 1
16 62 1
16 67 1
16 69 1
16 70 1
16 72 1
16 77 1
16 81 1
16 84 1
16 88 1
16 89 1
16 99 1
16 105 1
16 109 1
16 112 1
16 115 1
16 116 1
16 117 1
16 121 1
16 124 1
16 126 1
16 130 1
16 132 1
16 135 1
16 143 1
16 147 1
16 154 1
16 161 1
16 164 1
16 170 1
16 172 1
16 173 1
16 174 1
16 180 1
16 185 1
16 188 1
16 191 1
16 192 1
16 194 1
16 195 1
17 21 1
17 26 1
17 35 1
17 40 1
17 45 1
17 46 1
17 47 1
17 51 1
17 52 1
17 58 1
17 59 1
17 63 1
17 64 1
17 81 1
17 86 1
17 87 1
17 89 1
17 90 1
17 91 1
17 102 1
17 109 1
17 111 1
17 113 1
17 126 1
17 136 1
17 138 1
17 140 1
17 142 1
17 146 1
17 147 1
17 149 1
17 151 1
17 156 1
17 160 1
17 164 1
17 176 1
17 183 1
17 186 1
17 187 1
17 194 1
17 197 1
17 198 1
18 19 1
18 20 1
18 23 1
18 24 1
18 28 1
18 29 1
18 34 1
18 35 1
18 36 1
18 50 1
18 51 1
18 56 1
18 57 1
18 59 1
18 65 1
18 68 1
18 69 1
18 70 1
18 72 1
18 76 1
18 80 1
18 85 1
18 90 1
18 91 1
18 99 1
18 103 1
18 116 1
18 125 1
18 127 1
18 129 1
18 136 1
18 144 1
18 147 1
18 148 1
18 155 1
18 156 1
18 158 1
18 162 1
18 168 1
18 172 1
18 176 1
18 177 1
18 181 1
18 182 1
18 186 1
18 187 1
18 191 1
18 195 1
18 198 1
18 200 1
19 20 1
19 21 1
19 22 1
19 25 1
19 27 1
19 29 1
19 32 1
19 37 1
19 39 1
19 41 1
19 44 1
19 49 1
19 53 1
19 55 1
19 57 1
19 59 1
19 60 1
19 67 1
19 68 1
19 69 1
19 83 1
19 95 1
19 96 1
19 97 1
19 98 1
19 99 1
19 103 1
19 108 1
19 109 1
19 110 1
19 112 1
19 125 1
19 126 1
19 132 1
19 133 1
19 135 1
19 137 1
19 149 1
19 151 1
19 158 1
19 161 1
19 167 1
19 170 1
19 173 1
19 177 1
19 181 1
19 184 1
19 190 1
19 197 1
20 21 1
20 32 1
20 35 1
20 36 1
20 42 1
20 46 1
20 47 1
20 48 1
20 49 1
20 59 1
20 66 1
20 71 1
20 72 1
20 75 1
20 85 1
20 86 1
20 88 1
20 92 1
20 93 1
20 94 1
20 96 1
20 98 1
20 101 1
20 103 1
20 104 1
20 105 1
20 109 1
20 115 1
20 116 1
20 119 1
20 123 1
20 124 1
20 127 1
20 129 1
20 136 1
20 141 1
20 142 1
20 143 1
20 146 1
20 148 1
20 149 1
20 152 1
20 153 1
20 155 1
20 156 1
20 160 1
20 161 1
20 171 1
20 172 1
20 180 1
20 182 1
20 185 1
20 188 1
20 189 1
20 190 1
20 199 1
21 29 1
21 30 1
21 31 1
21 36 1
21 40 1
21 51 1
21 52 1
21 55 1
21 61 1
21 65 1
21 68 1
21 77 1
21 98 1
21 106 1
21 112 1
21 115 1
21 117 1
21 126 1
21 131 1
21 132 1
21 148 1
21 150 1
21 153 1
21 156 1
21 158 1
21 161 1
21 163 1
21 164 1
21 167 1
21 171 1
21 180 1
21 188 1
21 194 1
21 200 1
22 25 1
22 27 1
22 31 1
22 32 1
22 33 1
22 34 1
22 38 1
22 43 1
22 54 1
22 57 1
22 58 1
22 62 1
22 64 1
22 71 1
22 74 1
22 85 1
22 88 1
22 89 1
22 98 1
22 105 1
22 112 1
22 116 1
22 117 1
22 119 1
22 121 1
22 122 1
22 126 1
22 132 1
22 133 1
22 138 1
22 141 1
22 143 1
22 144 1
22 149 1
22 152 1
22 156 1
22 170 1
22 180 1
22 194 1
22 196 1
22 200 1
23 24 1
23 25 1
23 28 1
23 40 1
23 41 1
23 43 1
23 65 1
23 67 1
23 71 1
23 76 1
23 79 1
23 93 1
23 95 1
23 100 1
23 101 1
23 105 1
23 106 1
23 107 1
23 110 1
23 112 1
23 117 1
23 120 1
23 122 1
23 134 1
23 140 1
23 145 1
23 147 1
23 153 1
23 156 1
23 164 1
23 165 1
23 166 1
23 169 1
23 176 1
23 177 1
23 181 1
23 188 1
23 189 1
23 195 1
23 199 1
24 26 1
24 32 1
24 34 1
24 41 1
24 50 1
24 52 1
24 56 1
24 58 1
24 62 1
24 64 1
24 65 1
24 76 1
24 79 1
24 80 1
24 83 1
24 93 1
24 95 1
24 98 1
24 105 1
24 106 1
24 109 1
24 113 1
24 116 1
24 127 1
24 128 1
24 129 1
24 134 1
24 135 1
24 138 1
24 140 1
24 147 1
24 152 1
24 157 1
24 161 1
24 162 1
24 169 1
24 174 1
24 184 1
24 189 1
24 195 1
24 199 1
25 27 1
25 31 1
25 33 1
25 35 1
25 37 1
25 39 1
25 40 1
25 43 1
25 45 1
25 47 1
25 53 1
25 60 1
25 62 1
25 67 1
25 74 1
25 75 1
25 101 1
25 104 1
25 106 1
25 109 1
25 111 1
25 120 1
25 123 1
25 126 1
25 132 1
25 138 1
25 141 1
25 142 1
25 143 1
25 146 1
25 149 1
25 155 1
25 156 1
25 159 1
25 163 1
25 169 1
25 175 1
25 181 1
25 182 1
25 184 1
25 186 1
25 188 1
25 190 1
25 192 1
25 193 1
25 196 1
25 197 1
25 198 1
26 28 1
26 32 1
26 33 1
26 39 1
26 45 1
26 51 1
26 55 1
26 58 1
26 70 1
26 76 1
26 80 1
26 83 1
26 95 1
26 102 1
26 106 1
26 109 1
26 123 1
26 129 1
26 131 1
26 137 1
26 145 1
26 148 1
26 151 1
26 152 1
26 153 1
26 163 1
26 168 1
26 169 1
26 171 1
26 175 1
26 181 1
26 189 1
26 193 1
26 196 1
26 198 1
27 31 1
27 38 1
27 41 1
27 42 1
27 47 1
27 51 1
27 52 1
27 53 1
27 58 1
27 63 1
27 68 1
27 71 1
27 72 1
27 73 1
27 82 1
27 86 1
27 94 1
27 98 1
27 99 1
27 109 1
27 111 1
27 114 1
27 119 1
27 123 1
27 124 1
27 126 1
27 129 1
27 130 1
27 131 1
27 137 1
27 140 1
27 142 1
27 146 1
27 148 1
27 150 1
27 155 1
27 156 1
27 174 1
27 175 1
27 179 1
27 182 1
27 183 1
27 185 1
27 186 1
27 187 1
27 198 1
28 35 1
28 41 1
28 61 1
28 64 1
28 67 1
28 80 1
28 82 1
28 87 1
28 93 1
28 95 1
28 99 1
28 104 1
28 118 1
28 121 1
28 122 1
28 123 1
28 128 1
28 129 1
28 130 1
28 131 1
28 134 1
28 135 1
28 139 1
28 141 1
28 145 1
28 146 1
28 147 1
28 149 1
28 151 1
28 159 1
28 164 1
28 165 1
28 166 1
28 169 1
28 173 1
28 175 1
28 178 1
28 179 1
28 181 1
28 183 1
28 186 1
28 193 1
28 197 1
28 198 1
29 33 1
29 34 1
29 37 1
29 45 1
29 53 1
29 54 1
29 58 1
29 61 1
29 63 1
29 68 1
29 76 1
29 82 1
29 84 1
29 93 1
29 97 1
29 100 1
29 101 1
29 103 1
29 106 1
29 116 1
29 118 1
29 122 1
29 126 1
29 134 1
29 139 1
29 142 1
29 143 1
29 148 1
29 150 1
29 158 1
29 163 1
29 165 1
29 177 1
29 180 1
29 190 1
29 192 1
29 195 1
30 34 1
30 44 1
30 45 1
30 51 1
30 53 1
30 54 1
30 57 1
30 63 1
30 67 1
30 71 1
30 83 1
30 84 1
30 88 1
30 90 1
30 93 1
30 102 1
30 103 1
30 107 1
30 109 1
30 121 1
30 124 1
30 129 1
30 130 1
30 157 1
30 158 1
30 159 1
30 161 1
30 162 1
30 164 1
30 165 1
30 172 1
30 178 1
30 179 1
30 185 1
30 195 1
30 200 1
31 34 1
31 35 1
31 44 1
31 47 1
31 50 1
31 51 1
31 57 1
31 63 1
31 66 1
31 72 1
31 80 1
31 81 1
31 94 1
31 98 1
31 115 1
31 118 1
31 126 1
31 128 1
31 136 1
31 137 1
31 140 1
31 141 1
31 143 1
31 144 1
31 145 1
31 147 1
31 151 1
31 152 1
31 157 1
31 163 1
31 165 1
31 166 1
31 173 1
31 175 1
31 176 1
31 183 1
31 196 1
31 198 1
31 199 1
32 35 1
32 37 1
32 38 1
32 41 1
32 45 1
32 53 1
32 62 1
32 71 1
32 75 1
32 79 1
32 80 1
32 83 1
32 86 1
32 94 1
32 96 1
32 98 1
32 107 1
32 110 1
32 112 1
32 115 1
32 116 1
32 117 1
32 119 1
32 126 1
32 127 1
32 129 1
32 133 1
32 134 1
32 139 1
32 148 1
32 152 1
32 156 1
32 159 1
32 160 1
32 166 1
32 172 1
32 174 1
32 177 1
32 192 1
32 196 1
32 197 1
33 34 1
33 39 1
33 41 1
33 42 1
33 62 1
33 65 1
33 72 1
33 78 1
33 81 1
33 84 1
33 85 1
33 92 1
33 94 1
33 105 1
33 108 1
33 110 1
33 113 1
33 114 1
33 115 1
33 129 1
33 133 1
33 143 1
33 144 1
33 145 1
33 154 1
33 157 1
33 159 1
33 160 1
33 162 1
33 163 1
33 164 1
33 166 1
33 170 1
33 173 1
33 176 1
33 186 1
33 189 1
33 191 1
33 195 1
33 199 1
34 36 1
34 50 1
34 58 1
34 60 1
34 62 1
34 68 1
34 71 1
34 72 1
34 77 1
34 83 1
34 89 1
34 92 1
34 95 1
34 96 1
34 99 1
34 102 1
34 103 1
34 104 1
34 105 1
34 113 1
34 117 1
34 118 1
34 121 1
34 123 1
34 131 1
34 137 1
34 141 1
34 152 1
34 155 1
34 159 1
34 162 1
34 167 1
34 169 1
34 170 1
34 174 1
34 176 1
34 178 1
34 180 1
34 187 1
34 190 1
34 192 1
34 193 1
35 36 1
35 38 1
35 39 1
35 45 1
35 48 1
35 52 1
35 54 1
35 55 1
35 57 1
35 59 1
35 60 1
35 63 1
35 65 1
35 69 1
35 72 1
35 86 1
35 87 1
35 88 1
35 89 1
35 91 1
35 98 1
35 99 1
35 100 1
35 108 1
35 113 1
35 114 1
35 117 1
35 122 1
35 123 1
35 124 1
35 126 1
35 132 1
35 138 1
35 143 1
35 145 1
35 160 1
35 166 1
35 168 1
35 171 1
35 182 1
35 183 1
35 189 1
36 37 1
36 42 1
36 48 1
36 51 1
36 69 1
36 71 1
36 76 1
36 77 1
36 79 1
36 84 1
36 85 1
36 88 1
36 90 1
36 94 1
36 97 1
36 99 1
36 106 1
36 107 1
36 116 1
36 119 1
36 121 1
36 126 1
36 127 1
36 129 1
36 132 1
36 135 1
36 141 1
36 142 1
36 143 1
36 147 1
36 148 1
36 149 1
36 150 1
36 154 1
36 158 1
36 161 1
36 163 1
36 166 1
36 167 1
36 180 1
36 182 1
36 194 1
36 196 1
37 40 1
37 46 1
37 63 1
37 64 1
37 66 1
37 70 1
37 77 1
37 78 1
37 79 1
37 85 1
37 98 1
37 99 1
37 101 1
37 107 1
37 119 1
37 122 1
37 124 1
37 132 1
37 135 1
37 142 1
37 144 1
37 148 1
37 159 1
37 163 1
37 169 1
37 173 1
37 176 1
37 181 1
37 183 1
38 40 1
38 45 1
38 46 1
38 49 1
38 53 1
38 56 1
38 65 1
38 66 1
38 68 1
38 70 1
38 76 1
38 81 1
38 82 1
38 83 1
38 90 1
38 91 1
38 92 1
38 93 1
38 98 1
38 100 1
38 101 1
38 103 1
38 105 1
38 108 1
38 110 1
38 114 1
38 124 1
38 126 1
38 128 1
38 131 1
38 132 1
38 136 1
38 138 1
38 139 1
38 145 1
38 148 1
38 152 1
38 155 1
38 156 1
38 159 1
38 160 1
38 167 1
38 171 1
38 172 1
38 183 1
38 184 1
38 186 1
38 191 1
38 193 1
38 194 1
38 195 1
38 198 1
38 199 1
39 45 1
39 56 1
39 59 1
39 62 1
39 68 1
39 73 1
39 74 1
39 83 1
39 93 1
39 101 1
39 107 1
39 112 1
39 114 1
39 122 1
39 123 1
39 127 1
39 131 1
39 132 1
39 134 1
39 135 1
39 137 1
39 138 1
39 144 1
39 146 1
39 165 1
39 171 1
39 175 1
39 179 1
39 188 1
40 49 1
40 50 1
40 53 1
40 56 1
40 58 1
40 61 1
40 64 1
40 66 1
40 69 1
40 72 1
40 75 1
40 77 1
40 78 1
40 79 1
40 82 1
40 83 1
40 92 1
40 94 1
40 96 1
40 101 1
40 104 1
40 112 1
40 116 1
40 122 1
40 130 1
40 147 1
40 148 1
40 150 1
40 151 1
40 153 1
40 164 1
40 166 1
40 172 1
40 174 1
40 175 1
40 176 1
40 179 1
40 180 1
40 182 1
40 183 1
40 191 1
40 193 1
40 194 1
41 42 1
41 44 1
41 51 1
41 52 1
41 56 1
41 69 1
41 72 1
41 76 1
41 77 1
41 84 1
41 85 1
41 93 1
41 94 1
41 98 1
41 100 1
41 104 1
41 113 1
41 116 1
41 117 1
41 126 1
41 127 1
41 129 1
41 132 1
41 133 1
41 140 1
41 143 1
41 145 1
41 147 1
41 148 1
41 154 1
41 157 1
41 158 1
41 166 1
41 167 1
41 170 1
41 177 1
41 180 1
41 187 1
41 188 1
41 199 1
42 44 1
42 57 1
42 59 1
42 64 1
42 68 1
42 74 1
42 79 1
42 82 1
42 86 1
42 91 1
42 101 1
42 102 1
42 105 1
42 106 1
42 112 1
42 134 1
42 137 1
42 140 1
42 141 1
42 143 1
42 145 1
42 153 1
42 155 1
42 157 1
42 158 1
42 161 1
42 164 1
42 166 1
42 168 1
42 175 1
42 176 1
42 177 1
42 178 1
42 179 1
42 183 1
42 189 1
42 191 1
42 195 1
42 196 1
42 197 1
43 46 1
43 56 1
43 57 1
43 63 1
43 64 1
43 67 1
43 69 1
43 77 1
43 87 1
43 88 1
43 95 1
43 104 1
43 105 1
43 107 1
43 108 1
43 111 1
43 114 1
43 117 1
43 121 1
43 131 1
43 134 1
43 135 1
43 137 1
43 143 1
43 145 1
43 146 1
43 148 1
43 151 1
43 154 1
43 157 1
43 159 1
43 163 1
43 164 1
43 165 1
43 169 1
43 171 1
43 172 1
43 174 1
43 179 1
43 182 1
43 183 1
43 189 1
43 192 1
43 197 1
44 47 1
44 48 1
44 51 1
44 58 1
44 59 1
44 60 1
44 67 1
44 70 1
44 71 1
44 74 1
44 75 1
44 78 1
44 84 1
44 85 1
44 93 1
44 94 1
44 95 1
44 101 1
44 106 1
44 111 1
44 112 1
44 118 1
44 119 1
44 120 1
44 123 1
44 125 1
44 143 1
44 144 1
44 148 1
44 151 1
44 155 1
44 158 1
44 161 1
44 162 1
44 164 1
44 167 1
44 172 1
44 179 1
44 180 1
44 182 1
44 183 1
44 191 1
45 50 1
45 55 1
45 57 1
45 66 1
45 67 1
45 70 1
45 77 1
45 78 1
45 88 1
45 91 1
45 93 1
45 94 1
45 97 1
45 99 1
45 100 1
45 108 1
45 114 1
45 121 1
45 124 1
45 125 1
45 129 1
45 133 1
45 138 1
45 139 1
45 140 1
45 143 1
45 151 1
45 154 1
45 158 1
45 160 1
45 163 1
45 165 1
45 171 1
45 175 1
45 193 1
46 48 1
46 54 1
46 56 1
46 58 1
46 61 1
46 63 1
46 64 1
46 69 1
46 73 1
46 74 1
46 81 1
46 84 1
46 94 1
46 97 1
46 106 1
46 111 1
46 119 1
46 126 1
46 130 1
46 138 1
46 144 1
46 145 1
46 151 1
46 154 1
46 160 1
46 163 1
46 168 1
46 170 1
46 178 1
46 182 1
46 185 1
46 189 1
46 190 1
46 191 1
46 193 1
46 194 1
46 195 1
46 200 1
47 54 1
47 56 1
47 73 1
47 83 1
47 85 1
47 86 1
47 89 1
47 92 1
47 97 1
47 99 1
47 102 1
47 116 1
47 119 1
47 121 1
47 125 1
47 126 1
47 127 1
47 128 1
47 138 1
47 140 1
47 142 1
47 145 1
47 148 1
47 153 1
47 156 1
47 158 1
47 162 1
47 165 1
47 168 1
47 171 1
47 194 1
47 197 1
47 199 1
48 49 1
48 54 1
48 63 1
48 76 1
48 77 1
48 79 1
48 85 1
48 89 1
48 90 1
48 91 1
48 93 1
48 95 1
48 96 1
48 101 1
48 103 1
48 105 1
48 106 1
48 110 1
48 111 1
48 124 1
48 125 1
48 129 1
48 134 1
48 135 1
48 136 1
48 142 1
48 143 1
48 145 1
48 150 1
48 156 1
48 157 1
48 159 1
48 165 1
48 168 1
48 171 1
48 173 1
48 175 1
48 176 1
48 177 1
48 181 1
48 182 1
48 185 1
48 190 1
48 195 1
48 200 1
49 52 1
49 61 1
49 62 1
49 64 1
49 66 1
49 72 1
49 73 1
49 74 1
49 77 1
49 78 1
49 79 1
49 82 1
49 84 1
49 88 1
49 90 1
49 92 1
49 95 1
49 99 1
49 111 1
49 120 1
49 123 1
49 124 1
49 126 1
49 132 1
49 135 1
49 138 1
49 145 1
49 146 1
49 152 1
49 165 1
49 171 1
49 174 1
49 180 1
49 181 1
49 187 1
49 192 1
49 194 1
50 59 1
50 63 1
50 65 1
50 71 1
50 74 1
50 76 1
50 78 1
50 84 1
50 85 1
50 92 1
50 98 1
50 102 1
50 106 1
50 108 1
50 111 1
50 118 1
50 122 1
50 126 1
50 131 1
50 136 1
50 141 1
50 143 1
50 148 1
50 155 1
50 158 1
50 161 1
50 163 1
50 166 1
50 173 1
50 187 1
50 192 1
50 193 1
50 194 1
50 195 1
50 200 1
51 56 1
51 58 1
51 60 1
51 62 1
51 68 1
51 72 1
51 77 1
51 81 1
51 86 1
51 92 1
51 94 1
51 97 1
51 99 1
51 100 1
51 101 1
51 102 1
51 103 1
51 108 1
51 112 1
51 113 1
51 118 1
51 126 1
51 128 1
51 133 1
51 137 1
51 142 1
51 149 1
51 150 1
51 154 1
51 155 1
51 158 1
51 159 1
51 168 1
51 174 1
51 189 1
51 191 1
51 199 1
52 53 1
52 56 1
52 57 1
52 58 1
52 62 1
52 63 1
52 67 1
52 74 1
52 75 1
52 79 1
52 84 1
52 85 1
52 89 1
52 96 1
52 97 1
52 101 1
52 110 1
52 112 1
52 114 1
52 116 1
52 121 1
52 123 1
52 125 1
52 136 1
52 138 1
52 141 1
52 144 1
52 146 1
52 151 1
52 154 1
52 155 1
52 157 1
52 169 1
52 171 1
52 172 1
52 174 1
52 175 1
52 181 1
52 187 1
52 191 1
52 195 1
52 198 1
53 61 1
53 71 1
53 72 1
53 73 1
53 74 1
53 76 1
53 78 1
53 79 1
53 81 1
53 85 1
53 89 1
53 90 1
53 100 1
53 107 1
53 109 1
53 110 1
53 113 1
53 118 1
53 121 1
53 122 1
53 125 1
53 131 1
53 133 1
53 140 1
53 155 1
53 158 1
53 160 1
53 161 1
53 166 1
53 169 1
53 175 1
53 177 1
53 179 1
53 181 1
53 184 1
53 186 1
53 190 1
53 192 1
53 196 1
53 198 1
53 199 1
53 200 1
54 55 1
54 60 1
54 61 1
54 63 1
54 66 1
54 67 1
54 82 1
54 87 1
54 88 1
54 90 1
54 91 1
54 92 1
54 94 1
54 96 1
54 98 1
54 99 1
54 102 1
54 103 1
54 105 1
54 108 1
54 119 1
