200 10026
7 181 1
7 183 1
7 185 1
7 186 1
7 189 1
7 190 1
7 191 1
7 195 1
7 196 1
8 15 1
8 18 1
8 22 1
8 27 1
8 28 1
8 29 1
8 34 1
8 36 1
8 38 1
8 41 1
8 42 1
8 44 1
8 45 1
8 46 1
8 47 1
8 48 1
8 49 1
8 51 1
8 53 1
8 56 1
8 57 1
8 60 1
8 61 1
8 62 1
8 63 1
8 65 1
8 66 1
8 70 1
8 71 1
8 75 1
8 76 1
8 77 1
8 79 1
8 80 1
8 81 1
8 82 1
8 83 1
8 84 1
8 85 1
8 87 1
8 95 1
8 96 1
8 97 1
8 98 1
8 100 1
8 101 1
8 104 1
8 105 1
8 107 1
8 108 1
8 110 1
8 111 1
8 112 1
8 114 1
8 116 1
8 118 1
8 119 1
8 121 1
8 122 1
8 123 1
8 124 1
8 128 1
8 130 1
8 131 1
8 134 1
8 136 1
8 137 1
8 138 1
8 144 1
8 145 1
8 146 1
8 147 1
8 149 1
8 150 1
8 151 1
8 156 1
8 157 1
8 158 1
8 160 1
8 162 1
8 164 1
8 168 1
8 169 1
8 170 1
8 171 1
8 172 1
8 175 1
8 176 1
8 179 1
8 180 1
8 181 1
8 186 1
8 187 1
8 189 1
8 190 1
8 193 1
8 194 1
8 200 1
9 10 1
9 12 1
9 15 1
9 17 1
9 18 1
9 22 1
9 25 1
9 26 1
9 27 1
9 31 1
9 34 1
9 37 1
9 40 1
9 42 1
9 44 1
9 45 1
9 47 1
9 49 1
9 51 1
9 54 1
9 58 1
9 59 1
9 60 1
9 62 1
9 63 1
9 65 1
9 67 1
9 68 1
9 69 1
9 71 1
9 72 1
9 74 1
9 76 1
9 77 1
9 78 1
9 79 1
9 81 1
9 84 1
9 87 1
9 89 1
9 91 1
9 93 1
9 94 1
9 96 1
9 100 1
9 104 1
9 105 1
9 111 1
9 112 1
9 113 1
9 114 1
9 116 1
9 117 1
9 119 1
9 120 1
9 123 1
9 125 1
9 128 1
9 131 1
9 132 1
9 135 1
9 138 1
9 139 1
9 143 1
9 144 1
9 147 1
9 148 1
9 150 1
9 151 1
9 158 1
9 161 1
9 162 1
9 163 1
9 165 1
9 166 1
9 170 1
9 171 1
9 172 1
9 173 1
9 174 1
9 175 1
9 176 1
9 177 1
9 178 1
9 180 1
9 183 1
9 185 1
9 186 1
9 187 1
9 188 1
9 190 1
9 192 1
9 194 1
9 195 1
9 197 1
10 14 1
10 16 1
10 17 1
10 20 1
10 21 1
10 23 1
10 25 1
10 26 1
10 33 1
10 35 1
10 36 1
10 38 1
10 41 1
10 42 1
10 43 1
10 45 1
10 46 1
10 47 1
10 54 1
10 55 1
10 57 1
10 59 1
10 60 1
10 62 1
10 63 1
10 64 1
10 65 1
10 71 1
10 74 1
10 75 1
10 76 1
10 77 1
10 79 1
10 80 1
10 82 1
10 83 1
10 85 1
10 86 1
10 87 1
10 89 1
10 92 1
10 95 1
10 97 1
10 98 1
10 99 1
10 101 1
10 105 1
10 108 1
10 111 1
10 113 1
10 116 1
10 117 1
10 118 1
10 119 1
10 121 1
10 122 1
10 125 1
10 126 1
10 127 1
10 128 1
10 130 1
10 131 1
10 135 1
10 138 1
10 145 1
10 146 1
10 149 1
10 150 1
10 151 1
10 153 1
10 157 1
10 159 1
10 161 1
10 164 1
10 165 1
10 168 1
10 172 1
10 175 1
10 177 1
10 178 1
10 183 1
10 184 1
10 185 1
10 189 1
10 192 1
10 193 1
10 194 1
10 197 1
10 198 1
10 199 1
10 200 1
11 12 1
11 13 1
11 18 1
11 20 1
11 25 1
11 27 1
11 29 1
11 30 1
11 32 1
11 33 1
11 34 1
11 41 1
11 43 1
11 45 1
11 48 1
11 49 1
11 50 1
11 51 1
11 52 1
11 53 1
11 54 1
11 66 1
11 67 1
11 70 1
11 71 1
11 72 1
11 74 1
11 77 1
11 78 1
11 79 1
11 81 1
11 82 1
11 86 1
11 87 1
11 88 1
11 89 1
11 94 1
11 97 1
11 99 1
11 103 1
11 108 1
11 109 1
11 110 1
11 112 1
11 114 1
11 115 1
11 116 1
11 119 1
11 121 1
11 123 1
11 125 1
11 126 1
11 128 1
11 129 1
11 132 1
11 134 1
11 135 1
11 137 1
11 138 1
11 139 1
11 142 1
11 143 1
11 150 1
11 151 1
11 153 1
11 154 1
11 155 1
11 156 1
11 159 1
11 161 1
11 162 1
11 163 1
11 171 1
11 172 1
11 175 1
11 177 1
11 178 1
11 179 1
11 182 1
11 183 1
11 184 1
11 185 1
11 188 1
11 192 1
11 193 1
11 195 1
12 13 1
12 19 1
12 22 1
12 23 1
12 24 1
12 26 1
12 27 1
12 29 1
12 32 1
12 33 1
12 34 1
12 35 1
12 36 1
12 37 1
12 38 1
12 42 1
12 46 1
12 49 1
12 52 1
12 54 1
12 55 1
12 56 1
12 57 1
12 58 1
12 63 1
12 64 1
12 66 1
12 68 1
12 72 1
12 73 1
12 74 1
12 76 1
12 77 1
12 78 1
12 80 1
12 81 1
12 82 1
12 83 1
12 84 1
12 87 1
12 88 1
12 89 1
12 90 1
12 92 1
12 95 1
12 101 1
12 102 1
12 106 1
12 107 1
12 108 1
12 110 1
12 111 1
12 112 1
12 113 1
12 114 1
12 119 1
12 123 1
12 124 1
12 125 1
12 126 1
12 127 1
12 128 1
12 129 1
12 136 1
12 137 1
12 140 1
12 141 1
12 143 1
12 144 1
12 146 1
12 150 1
12 152 1
12 156 1
12 157 1
12 158 1
12 159 1
12 160 1
12 161 1
12 164 1
12 165 1
12 167 1
12 169 1
12 172 1
12 173 1
12 174 1
12 178 1
12 179 1
12 180 1
12 184 1
12 189 1
12 192 1
12 197 1
12 198 1
12 199 1
12 200 1
13 14 1
13 15 1
13 16 1
13 17 1
13 19 1
13 20 1
13 25 1
13 26 1
13 27 1
13 28 1
13 31 1
13 33 1
13 35 1
13 37 1
13 38 1
13 39 1
13 40 1
13 42 1
13 43 1
13 46 1
13 51 1
13 52 1
13 53 1
13 55 1
13 56 1
13 58 1
13 60 1
13 64 1
13 66 1
13 67 1
13 68 1
13 69 1
13 71 1
13 72 1
13 73 1
13 74 1
13 77 1
13 78 1
13 79 1
13 82 1
13 84 1
13 85 1
13 90 1
13 92 1
13 97 1
13 98 1
13 101 1
13 102 1
13 108 1
13 109 1
13 110 1
13 113 1
13 114 1
13 115 1
13 117 1
13 121 1
13 122 1
13 124 1
13 129 1
13 130 1
13 132 1
13 135 1
13 136 1
13 138 1
13 140 1
13 141 1
13 142 1
13 143 1
13 144 1
13 145 1
13 146 1
13 147 1
13 148 1
13 151 1
13 152 1
13 154 1
13 155 1
13 156 1
13 157 1
13 158 1
13 160 1
13 161 1
13 163 1
13 165 1
13 166 1
13 167 1
13 169 1
13 170 1
13 171 1
13 174 1
13 176 1
13 179 1
13 183 1
13 188 1
13 191 1
13 193 1
13 196 1
13 197 1
14 15 1
14 16 1
14 17 1
14 19 1
14 20 1
14 22 1
14 23 1
14 24 1
14 28 1
14 29 1
14 31 1
14 32 1
14 33 1
14 35 1
14 37 1
14 39 1
14 40 1
14 41 1
14 46 1
14 48 1
14 50 1
14 52 1
14 55 1
14 56 1
14 57 1
14 58 1
14 63 1
14 64 1
14 66 1
14 67 1
14 69 1
14 75 1
14 78 1
14 84 1
14 85 1
14 88 1
14 91 1
14 92 1
14 95 1
14 97 1
14 99 1
14 100 1
14 101 1
14 102 1
14 103 1
14 104 1
14 105 1
14 107 1
14 109 1
14 111 1
14 113 1
14 114 1
14 115 1
14 117 1
14 118 1
14 121 1
14 123 1
14 125 1
14 131 1
14 134 1
14 135 1
14 136 1
14 138 1
14 139 1
14 141 1
14 144 1
14 149 1
14 150 1
14 152 1
14 156 1
14 158 1
14 162 1
14 163 1
14 164 1
14 170 1
14 172 1
14 174 1
14 175 1
14 176 1
14 177 1
14 179 1
14 181 1
14 183 1
14 184 1
14 186 1
14 188 1
14 190 1
14 191 1
14 192 1
14 193 1
14 195 1
14 196 1
14 197 1
14 198 1
14 199 1
15 16 1
15 17 1
15 22 1
15 23 1
15 27 1
15 28 1
15 32 1
15 35 1
15 37 1
15 40 1
15 43 1
15 46 1
15 47 1
15 48 1
15 49 1
15 50 1
15 52 1
15 54 1
15 56 1
15 57 1
15 59 1
15 60 1
15 66 1
15 67 1
15 70 1
15 74 1
15 76 1
15 79 1
15 80 1
15 81 1
15 83 1
15 85 1
15 87 1
15 88 1
15 90 1
15 94 1
15 96 1
15 97 1
15 99 1
15 101 1
15 102 1
15 103 1
15 105 1
15 106 1
15 109 1
15 113 1
15 114 1
15 116 1
15 120 1
15 121 1
15 122 1
15 123 1
15 124 1
15 125 1
15 126 1
15 127 1
15 129 1
15 131 1
15 134 1
15 135 1
15 136 1
15 138 1
15 139 1
15 142 1
15 145 1
15 146 1
15 147 1
15 149 1
15 151 1
15 154 1
15 155 1
15 159 1
15 161 1
15 162 1
15 168 1
15 171 1
15 175 1
15 177 1
15 180 1
15 182 1
15 185 1
15 187 1
15 188 1
15 189 1
15 191 1
15 192 1
15 193 1
15 194 1
15 195 1
15 197 1
15 199 1
15 200 1
16 17 1
16 19 1
16 20 1
16 22 1
16 25 1
16 26 1
16 31 1
16 32 1
16 34 1
16 36 1
16 38 1
16 44 1
16 46 1
16 48 1
16 49 1
16 51 1
16 53 1
16 54 1
16 55 1
16 58 1
16 62 1
16 63 1
16 68 1
16 70 1
16 71 1
16 72 1
16 76 1
16 78 1
16 80 1
16 81 1
16 83 1
16 85 1
16 86 1
16 87 1
16 88 1
16 89 1
16 92 1
16 93 1
16 100 1
16 102 1
16 103 1
16 104 1
16 105 1
16 106 1
16 109 1
16 112 1
16 115 1
16 117 1
16 119 1
16 121 1
16 124 1
16 126 1
16 131 1
16 134 1
16 135 1
16 138 1
16 141 1
16 142 1
16 143 1
16 146 1
16 148 1
16 152 1
16 153 1
16 157 1
16 158 1
16 159 1
16 161 1
16 163 1
16 164 1
16 165 1
16 167 1
16 172 1
16 173 1
16 175 1
16 176 1
16 179 1
16 180 1
16 181 1
16 182 1
16 185 1
16 187 1
16 188 1
16 192 1
16 193 1
16 196 1
16 197 1
16 198 1
16 199 1
17 19 1
17 20 1
17 21 1
17 22 1
17 23 1
17 30 1
17 31 1
17 33 1
17 34 1
17 35 1
17 36 1
17 38 1
17 39 1
17 42 1
17 44 1
17 47 1
17 48 1
17 49 1
17 52 1
17 54 1
17 55 1
17 57 1
17 58 1
17 59 1
17 60 1
17 62 1
17 64 1
17 65 1
17 66 1
17 68 1
17 70 1
17 71 1
17 72 1
17 73 1
17 74 1
17 75 1
17 80 1
17 83 1
17 85 1
17 86 1
17 87 1
17 89 1
17 93 1
17 94 1
17 96 1
17 98 1
17 99 1
17 100 1
17 101 1
17 102 1
17 104 1
17 107 1
17 108 1
17 110 1
17 113 1
17 114 1
17 115 1
17 116 1
17 117 1
17 118 1
17 120 1
17 122 1
17 125 1
17 127 1
17 130 1
17 131 1
17 132 1
17 136 1
17 137 1
17 139 1
17 140 1
17 141 1
17 142 1
17 143 1
17 146 1
17 147 1
17 148 1
17 149 1
17 151 1
17 152 1
17 156 1
17 157 1
17 161 1
17 162 1
17 165 1
17 166 1
17 168 1
17 169 1
17 170 1
17 171 1
17 172 1
17 174 1
17 175 1
17 176 1
17 177 1
17 178 1
17 182 1
17 183 1
17 186 1
17 187 1
17 192 1
17 193 1
17 194 1
17 195 1
17 199 1
17 200 1
18 23 1
18 24 1
18 25 1
18 29 1
18 30 1
18 33 1
18 34 1
18 35 1
18 37 1
18 38 1
18 39 1
18 41 1
18 44 1
18 45 1
18 48 1
18 50 1
18 51 1
18 53 1
18 55 1
18 57 1
18 59 1
18 60 1
18 62 1
18 65 1
18 67 1
18 69 1
18 71 1
18 73 1
18 74 1
18 76 1
18 78 1
18 80 1
18 81 1
18 85 1
18 86 1
18 90 1
18 92 1
18 94 1
18 95 1
18 96 1
18 97 1
18 98 1
18 104 1
18 105 1
18 106 1
18 112 1
18 113 1
18 114 1
18 117 1
18 122 1
18 124 1
18 125 1
18 128 1
18 129 1
18 131 1
18 132 1
18 134 1
18 135 1
18 136 1
18 137 1
18 140 1
18 141 1
18 143 1
18 149 1
18 150 1
18 151 1
18 153 1
18 154 1
18 158 1
18 161 1
18 162 1
18 163 1
18 166 1
18 167 1
18 168 1
18 170 1
18 172 1
18 175 1
18 176 1
18 177 1
18 179 1
18 180 1
18 181 1
18 183 1
18 184 1
18 185 1
18 186 1
18 187 1
18 188 1
18 189 1
18 190 1
18 191 1
18 194 1
18 196 1
18 197 1
18 198 1
18 200 1
19 21 1
19 24 1
19 27 1
19 28 1
19 31 1
19 33 1
19 34 1
19 36 1
19 38 1
19 39 1
19 40 1
19 41 1
19 42 1
19 45 1
19 46 1
19 50 1
19 51 1
19 52 1
19 53 1
19 57 1
19 60 1
19 61 1
19 62 1
19 64 1
19 65 1
19 66 1
19 67 1
19 68 1
19 74 1
19 75 1
19 76 1
19 77 1
19 78 1
19 79 1
19 82 1
19 84 1
19 85 1
19 87 1
19 88 1
19 90 1
19 93 1
19 94 1
19 95 1
19 97 1
19 99 1
19 101 1
19 103 1
19 104 1
19 105 1
19 106 1
19 108 1
19 115 1
19 116 1
19 117 1
19 118 1
19 119 1
19 120 1
19 121 1
19 122 1
19 125 1
19 126 1
19 127 1
19 128 1
19 130 1
19 131 1
19 132 1
19 134 1
19 136 1
19 138 1
19 141 1
19 143 1
19 145 1
19 148 1
19 149 1
19 151 1
19 152 1
19 154 1
19 156 1
19 157 1
19 159 1
19 160 1
19 161 1
19 162 1
19 165 1
19 167 1
19 169 1
19 170 1
19 173 1
19 174 1
19 176 1
19 179 1
19 182 1
19 187 1
19 189 1
19 193 1
19 194 1
19 198 1
19 199 1
20 23 1
20 26 1
20 27 1
20 28 1
20 32 1
20 33 1
20 34 1
20 35 1
20 37 1
20 39 1
20 40 1
20 42 1
20 44 1
20 45 1
20 47 1
20 58 1
20 59 1
20 61 1
20 64 1
20 66 1
20 67 1
20 68 1
20 69 1
20 70 1
20 71 1
20 72 1
20 75 1
20 76 1
20 77 1
20 80 1
20 85 1
20 89 1
20 93 1
20 95 1
20 96 1
20 97 1
20 98 1
20 101 1
20 102 1
20 103 1
20 105 1
20 106 1
20 108 1
20 110 1
20 111 1
20 114 1
20 119 1
20 123 1
20 126 1
20 127 1
20 129 1
20 134 1
20 137 1
20 139 1
20 141 1
20 143 1
20 149 1
20 151 1
20 152 1
20 153 1
20 155 1
20 157 1
20 159 1
20 160 1
20 161 1
20 162 1
20 165 1
20 166 1
20 168 1
20 169 1
20 170 1
20 172 1
20 173 1
20 178 1
20 181 1
20 182 1
20 183 1
20 184 1
20 186 1
20 187 1
20 188 1
20 190 1
20 191 1
20 192 1
20 195 1
20 200 1
21 22 1
21 23 1
21 24 1
21 25 1
21 27 1
21 29 1
21 30 1
21 32 1
21 33 1
21 34 1
21 35 1
21 37 1
21 38 1
21 39 1
21 43 1
21 44 1
21 45 1
21 52 1
21 53 1
21 56 1
21 58 1
21 59 1
21 60 1
21 61 1
21 63 1
21 64 1
21 66 1
21 70 1
21 71 1
21 74 1
21 75 1
21 76 1
21 82 1
21 84 1
21 85 1
21 86 1
21 89 1
21 91 1
21 93 1
21 94 1
21 99 1
21 101 1
21 102 1
21 105 1
21 108 1
21 114 1
21 115 1
21 116 1
21 117 1
21 118 1
21 120 1
21 121 1
21 122 1
21 126 1
21 130 1
21 132 1
21 133 1
21 134 1
21 135 1
21 136 1
21 137 1
21 140 1
21 141 1
21 143 1
21 145 1
21 147 1
21 148 1
21 149 1
21 150 1
21 155 1
21 157 1
21 158 1
21 160 1
21 163 1
21 164 1
21 166 1
21 167 1
21 168 1
21 171 1
21 174 1
21 175 1
21 178 1
21 180 1
21 182 1
21 183 1
21 185 1
21 188 1
21 189 1
21 191 1
21 193 1
21 196 1
21 197 1
21 198 1
22 28 1
22 31 1
22 36 1
22 37 1
22 41 1
22 42 1
22 45 1
22 47 1
22 48 1
22 51 1
22 52 1
22 53 1
22 56 1
22 57 1
22 58 1
22 60 1
22 62 1
22 66 1
22 67 1
22 68 1
22 71 1
22 72 1
22 76 1
22 77 1
22 78 1
22 79 1
22 81 1
22 82 1
22 83 1
22 84 1
22 85 1
22 87 1
22 89 1
22 93 1
22 94 1
22 104 1
22 105 1
22 107 1
22 109 1
22 111 1
22 112 1
22 113 1
22 114 1
22 115 1
22 119 1
22 120 1
22 121 1
22 123 1
22 124 1
22 125 1
22 126 1
22 127 1
22 128 1
22 129 1
22 130 1
22 133 1
22 134 1
22 135 1
22 136 1
22 139 1
22 141 1
22 143 1
22 144 1
22 145 1
22 146 1
22 147 1
22 148 1
22 149 1
22 150 1
22 151 1
22 152 1
22 153 1
22 154 1
22 155 1
22 157 1
22 158 1
22 159 1
22 160 1
22 161 1
22 166 1
22 167 1
22 168 1
22 170 1
22 180 1
22 181 1
22 183 1
22 191 1
22 192 1
22 195 1
22 197 1
22 198 1
23 25 1
23 26 1
23 29 1
23 30 1
23 35 1
23 38 1
23 39 1
23 40 1
23 42 1
23 43 1
23 44 1
23 45 1
23 46 1
23 47 1
23 48 1
23 49 1
23 50 1
23 51 1
23 54 1
23 55 1
23 57 1
23 58 1
23 59 1
23 60 1
23 61 1
23 62 1
23 63 1
23 64 1
23 65 1
23 71 1
23 73 1
23 75 1
23 77 1
23 79 1
23 80 1
23 81 1
23 82 1
23 84 1
23 85 1
23 86 1
23 88 1
23 89 1
23 93 1
23 94 1
23 95 1
23 97 1
23 100 1
23 103 1
23 106 1
23 107 1
23 108 1
23 112 1
23 113 1
23 114 1
23 115 1
23 116 1
23 117 1
23 119 1
23 120 1
23 124 1
23 127 1
23 129 1
23 130 1
23 132 1
23 133 1
23 135 1
23 136 1
23 137 1
23 139 1
23 141 1
23 142 1
23 143 1
23 144 1
23 148 1
23 149 1
23 150 1
23 152 1
23 154 1
23 157 1
23 161 1
23 162 1
23 165 1
23 166 1
23 167 1
23 168 1
23 169 1
23 170 1
23 172 1
23 175 1
23 176 1
23 180 1
23 181 1
23 188 1
23 189 1
23 190 1
23 193 1
23 199 1
23 200 1
24 25 1
24 27 1
24 29 1
24 33 1
24 34 1
24 35 1
24 36 1
24 42 1
24 47 1
24 49 1
24 50 1
24 52 1
24 55 1
24 56 1
24 58 1
24 61 1
24 62 1
24 65 1
24 71 1
24 72 1
24 76 1
24 78 1
24 79 1
24 81 1
24 83 1
24 84 1
24 85 1
24 87 1
24 90 1
24 94 1
24 95 1
24 97 1
24 99 1
24 100 1
24 104 1
24 105 1
24 107 1
24 109 1
24 113 1
24 114 1
24 117 1
24 119 1
24 121 1
24 122 1
24 123 1
24 125 1
24 126 1
24 128 1
24 130 1
24 131 1
24 134 1
24 136 1
24 137 1
24 140 1
24 141 1
24 143 1
24 144 1
24 145 1
24 146 1
24 147 1
24 148 1
24 150 1
24 151 1
24 153 1
24 157 1
24 158 1
24 159 1
24 162 1
24 163 1
24 165 1
24 166 1
24 169 1
24 170 1
24 173 1
24 174 1
24 176 1
24 177 1
24 178 1
24 181 1
24 182 1
24 184 1
24 186 1
24 187 1
24 188 1
24 190 1
24 191 1
24 194 1
24 196 1
24 197 1
24 198 1
24 200 1
25 29 1
25 30 1
25 31 1
25 34 1
25 35 1
25 37 1
25 38 1
25 40 1
25 43 1
25 44 1
25 45 1
25 47 1
25 49 1
25 50 1
25 51 1
25 52 1
25 53 1
25 56 1
25 58 1
25 59 1
25 60 1
25 61 1
25 62 1
25 63 1
25 64 1
25 65 1
25 66 1
25 73 1
25 74 1
25 76 1
25 77 1
25 78 1
25 79 1
25 80 1
25 82 1
25 83 1
25 84 1
25 85 1
25 87 1
25 88 1
25 90 1
25 95 1
25 97 1
25 99 1
